job,nextJobs,prevJobs,jobExec,isBase,path
PDCOCP0074,#N/A,PDCOCP0073,pdco-pdco-finance-balance-daily-corp-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0076,#N/A,PDCOCP0075,pdco-pdco-finance-balance-daily-local-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0077,PCDOCP0013,"PDCOCP0078, PDCOCP0079",pdco-pdco-customerinformation-address-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0084,PCDOCP0013,"PDCOCP0087, PDCOCP0088",pdco-pdco-cross-branch-catalog-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0086,PCDOCP0013,PDCOCP0085,pdco-pdco-cross-branch-catalog-category-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0090,"PSANCP4001, PBTQCP4002",PDCOCP0089,pdco-pdco-cross-business-days-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0092,"PDCOCP0016, PDCOCP0151, PBTQCP4001","PDCOCP0034, PDCOCP0064, PDCOCP0091",pdco-pdco-retailbusinessbanking-contract-master-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0096,#N/A,PDCOCP0093,pdco-pdco-retailbusinessbanking-contract-monthly-local-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0094,"PDCOCP0097, PDCOCP4005, PDCOCP0151, PCDOCP0015",PDCOCP0095,pdco-pdco-cross-epigraph-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0099,"PDCOCP4005, PDCOCP0151, PBILCP0011",PDCOCP0098,pdco-pdco-cross-epigraph-product-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0101,"PDCOCP4034, PDCOCP4048, PBILCP0011, PBILCP0015",PDCOCP0100,pdco-pdco-cross-exchange-rate-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0103,PBILCP0018,PDCOCP0102,pdco-pdco-customerinformation-feedback-red-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0105,PDCOCP0151,PDCOCP0104,pdco-pdco-cross-formula-concepan-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0107,PDCOCP0110,"PDCOCP0013, PDCOCP0106",pdco-pdco-cross-geo-location-catalog-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0109,PDCOCP0110,PDCOCP0108,pdco-pdco-cross-geo-location-hierarchy-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0116,#N/A,PDCOCP0111,pdco-pdco-cross-hierarchy-branch-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0114,#N/A,PDCOCP0113,pdco-pdco-risk-loan-request-customer-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0112,"PCDOCP0014, PCDOCP0010, PCDOCP0013, PBILCP0012, PBILCP4039",PDCOCP0115,pdco-pdco-cross-manager-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0118,"PDCOCP0016, PBILCP0013",PDCOCP0117,pdco-pdco-retailbusinessbanking-membership-digital-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0119,#N/A,"PDCOCP0128, PDCOCP0121, PDCOCP0153",pdco-pdco-customerinformation-participants-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0123,"PDCOCP0016, PDCOCP4048","PDCOCP0050, PDCOCP0122",pdco-pdco-retailbusinessbanking-payroll-mph-mov-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0120,"PDCOCP4055, PDCOCP0016, PCDOCP0013, PBILCP0002, PBILCP0011, PDCOCP4244","PDCOCP0046, PDCOCP0125, PDCOCP0126",pdco-pdco-customerinformation-people-daily-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0124,"PCDOCP0014, PCDOCP0010, PCDOCP0013, PBILCP0012, PBILCP4039",PDCOCP0127,pdco-pdco-customerinformation-portfolio-corp-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0130,#N/A,PDCOCP0129,pdco-pdco-cross-product-subproduct-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0132,"PDCOCP4034, PCDOCP4038",PDCOCP0131,pdco-pdco-risk-rating-customer-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0134,"PDCOCP4034, PCDOCP4002, PCDOCP4038",PDCOCP0133,pdco-pdco-risk-rating-exercise-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0136,"PDCOCP4034, PCDOCP4039",PDCOCP0135,pdco-pdco-risk-rating-exercise-detail-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0138,#N/A,PDCOCP0137,pdco-pdco-risk-classification-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0140,PDCOCP4034,PDCOCP0139,pdco-pdco-risk-score-rating-excluded-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0142,PDCOCP4055,PDCOCP0141,pdco-pdco-risk-watchlist-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0147,#N/A,PDCOCP0143,pdco-pdco-customerinformation-sunarp-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0002,#N/A,PDCOCP0001,pdco-pdco-afp-diferencial,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0004,PDCOTP0059,#N/A,pdco-pdco-customerinformation-sunat-legal-rep-parquet,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0012,#N/A,PDCOCP0011,pdco-pdco-customerinformation-dulasse-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0020,#N/A,PDCOCP0019,pdco-pdco-customerinformation-reniec-parquet-dif,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0026,PDCOCP4055,PDCOCP0025,pdco-pdco-customerinformation-sunat-debt-parquet-dif,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0036,"PBTQCP4001, PSANCP4001, PBILCP0006, PKMOLCP0P02, PKMOLCP0P05, PKSANCP0P01",PDCOCP0035,pdco-pdco-retailbusinessbanking-card-master-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0006,#N/A,PDCOCP0005,pdco-pdco-customerinformation-sunedu-parquet-dif,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0027,"PDCOCP4055, PDCOCP0016, PDCOCP4014","PDCOCP0023, PDCOCP0024",pdco-pdco-customerinformation-sunat-people-parquet-dif,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0081,PDCOCP0151,PDCOCP0080,pdco-pdco-finance-balance-monthly-corp-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0016,#N/A,"PDCOCP0092, PDCOCP0118, PDCOCP0123, PDCOCP0120, PDCOCP0027",pdco-pdco-peopleboard-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0097,#N/A,PDCOCP0094,pdco-pdco-cross-epigraph-normalized-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0110,#N/A,"PDCOCP0107, PDCOCP0109",pdco-pdco-cross-geo-location-master-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0151,PDCOCP4026,"PDCOCP0092, PDCOCP0094, PDCOCP0099, PDCOCP0105, PDCOCP0081",pdco-pdco-finance-balance-aggregate-monthly,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0001,PDCOCP0141,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0002,PDCOCP0131,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0003,PDCOCP0133,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0004,PDCOCP0135,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0005,PDCOCP0137,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0006,PDCOCP0113,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0007,PDCOCP0139,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0001,PDCOCP0032,#N/A,RX_PDCOCD0002.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0002,PDCOCP0030,#N/A,RX_PDCOCD0003.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0010,PDCOCP0122,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0011,PDCOCP0117,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0012,PDCOCP0091,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0013,PDCOCP0080,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0014,PDCOCP0082,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0015,PDCOCP0073,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0016,PDCOCP0075,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0017,PDCOCP0125,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0018,PDCOCP0126,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0003,PDCOCP0024,#N/A,RX_PDCOCD0004.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0004,PDCOCP0023,#N/A,RX_PDCOCD0005.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0005,PDCOCP0019,#N/A,RX_PDCOCD0001.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0022,PDCOCP0078,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0023,PDCOCP0079,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0006,PDCOCP0001,#N/A,RX_PDCOCD0006.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0007,PDCOCP0005,#N/A,RX_PDCOCD0007.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0008,PDCOCP0025,#N/A,RX_PDCOCD0008.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0010,PDCOCP0011,#N/A,RX_PDCOCD0010.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0029,PDCOCP0128,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0030,PDCOCP0121,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0031,PDCOCP0127,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0032,PDCOCP0102,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0011,PDCOCP0028,#N/A,RX_PDCOCD0011.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0036,PDCOCP0104,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0037,PDCOCP0089,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0038,PDCOCP0100,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0039,PDCOCP0098,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0040,PDCOCP0095,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0041,PDCOCP0129,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0042,PDCOCP0087,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0043,PDCOCP0088,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0044,PDCOCP0111,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0045,PDCOCP0085,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0012,PDCOCP0021,#N/A,RX_PDCOCD0012.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0047,PDCOCP0115,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0048,PDCOCP0106,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0013,PDCOCP0013,#N/A,RX_PDCOCD0013.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0050,PDCOCP0108,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0014,PDCOCP0009,#N/A,RX_PDCOCD0014.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0052,PDCOCP0093,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOTP0015,PDCOCP0143,#N/A,RX_PDCOCD0017.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0053,PDCOCP0152,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0152,PDCOCP0153,PDCOPP0053,pdco-pdco-customerinformation-iuc-generator-avro,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0153,PDCOCP0119,PDCOCP0152,pdco-pdco-customerinformation-iuc-generator-parquet,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0079,PDCOCP0213,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0213,PDCOCP0334,PDCOPP0079,pdco-pdco-retailbusinessbanking-mis-account-terms-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0334,PBILCP0001,PDCOCP0213,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0069,PDCOCP0202,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0202,PDCOCP0324,PDCOPP0069,pdco-pdco-retailbusinessbanking-mis-checking-saving-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0324,PBILCP0001,PDCOCP0202,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0081,PDCOCP0215,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0215,PDCOCP0336,PDCOPP0081,pdco-pdco-retailbusinessbanking-mis-contingent-comex-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0336,PBILCP0001,PDCOCP0215,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0077,PDCOCP0211,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0211,PDCOCP0332,PDCOPP0077,pdco-pdco-retailbusinessbanking-mis-credits-liquidate-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0332,PBILCP0001,PDCOCP0211,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0075,PDCOCP0208,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0208,PDCOCP0330,PDCOPP0075,pdco-pdco-retailbusinessbanking-mis-cts-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0330,PBILCP0001,PDCOCP0208,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0082,PDCOCP0216,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0216,PDCOCP0337,PDCOPP0082,pdco-pdco-retailbusinessbanking-mis-financing-comex-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0337,PBILCP0001,PDCOCP0216,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0067,PDCOCP0200,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0200,PDCOCP0249,PDCOPP0067,pdco-pdco-retailbusinessbanking-mis-firm-risk-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0249,PBILCP0001,PDCOCP0200,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0070,PDCOCP0203,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0203,PDCOCP0325,PDCOPP0070,pdco-pdco-retailbusinessbanking-mis-insurance-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0325,PBILCP0001,PDCOCP0203,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0068,PDCOCP0201,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0201,PDCOCP0323,PDCOPP0068,pdco-pdco-retailbusinessbanking-mis-leasing-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0323,PBILCP0001,PDCOCP0201,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0078,PDCOCP0212,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0212,PDCOCP0333,PDCOPP0078,pdco-pdco-retailbusinessbanking-mis-legal-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0333,PBILCP0001,PDCOCP0212,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0076,PDCOCP0210,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0210,PDCOCP0331,PDCOPP0076,pdco-pdco-retailbusinessbanking-mis-loan-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0331,PBILCP0001,PDCOCP0210,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0080,PDCOCP0214,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0214,PDCOCP0335,PDCOPP0080,pdco-pdco-retailbusinessbanking-mis-mutual-funds-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0335,PBILCP0001,PDCOCP0214,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0072,PDCOCP0205,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0205,PDCOCP0327,PDCOPP0072,pdco-pdco-retailbusinessbanking-mis-portfolio-effects-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0327,PBILCP0001,PDCOCP0205,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0074,PDCOCP0207,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0207,PDCOCP0329,PDCOPP0074,pdco-pdco-retailbusinessbanking-mis-portfolio-loan-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0329,PBILCP0001,PDCOCP0207,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0071,PDCOCP0204,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0204,PDCOCP0326,PDCOPP0071,pdco-pdco-retailbusinessbanking-mis-risk-card-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0326,PBILCP0001,PDCOCP0204,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0073,PDCOCP0206,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0206,PDCOCP0328,PDCOPP0073,pdco-pdco-retailbusinessbanking-mis-securities-custody-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0328,PBILCP0001,PDCOCP0206,pdco-pdco-retailbusinessbanking-mis-inventory-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0253,PDCOCP0263,#N/A,pdco-pdco-retailbusinessbanking-account-card-relationship-raw,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0263,#N/A,PDCOCP0253,pdco-pdco-retailbusinessbanking-account-card-relationship-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0252,PDCOCP0262,#N/A,pdco-pdco-retailbusinessbanking-account-mov-raw,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0262,#N/A,PDCOCP0252,pdco-pdco-retailbusinessbanking-account-mov-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0250,PDCOCP0260,#N/A,pdco-pdco-retailbusinessbanking-bonuses-raw,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0260,#N/A,PDCOCP0250,pdco-pdco-retailbusinessbanking-bonuses-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0243,PDCOCP0244,#N/A,pdco-pdco-cross-product-subproduct-host-raw,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0244,#N/A,PDCOCP0243,pdco-pdco-cross-product-subproduct-host-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0232,PDCOCP0245,#N/A,pdco-pdco-finance-contract-rates-di-daily-raw,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0245,PBILCP0014,PDCOCP0232,pdco-pdco-finance-contract-rates-di-daily-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0230,PDCOCP0321,#N/A,pdco-pdco-retailbusinessbanking-view-saving-mis-mov-raw,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0321,"PBILCP0008, PBILCP0009",PDCOCP0230,pdco-pdco-retailbusinessbanking-mis-mov-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0231,PDCOCP0322,#N/A,pdco-pdco-retailbusinessbanking-credit-lines-mis-mov-raw,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0322,"PBILCP0008, PBILCP0009",PDCOCP0231,pdco-pdco-retailbusinessbanking-mis-mov-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0055,PDCOCP0219,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0219,PDCOCP0308,PDCOPP0055,pdco-pdco-retailbusinessbanking-confirming-mis-mov-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0308,"PBILCP0008, PBILCP0009",PDCOCP0219,pdco-pdco-retailbusinessbanking-mis-mov-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0062,PDCOCP0226,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0226,PDCOCP0317,PDCOPP0062,pdco-pdco-retailbusinessbanking-contingent-comex-mis-mov-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0317,"PBILCP0008, PBILCP0009",PDCOCP0226,pdco-pdco-retailbusinessbanking-mis-mov-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOPP0063,PDCOCP0227,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0227,PDCOCP0318,PDCOPP0063,pdco-pdco-retailbusinessbanking-cts-mis-mov-raw,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
PDCOCP0318,"PBILCP0008, PBILCP0009",PDCOCP0227,pdco-pdco-retailbusinessbanking-mis-mov-products-master,FALSE,./xmls/Local/PDCO/CR-PEDCODIA-T02.xml
