job,nextJobs,prevJobs,jobExec,isBase,path
PMFICP0I02,PMFICP0H03,PMFICP0I01,pmfi-pe-krb-inm-glaccountplanp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H03,#N/A,PMFICP0I02,pmfi-pe-spk-qlt-glaccountplanm-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H02,#N/A,PMFICP0I01,pmfi-pe-spk-qlt-glaccountplanr-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFITP0I01,PMFICP0H04,#N/A,RX_PFMICD0001.sh,TRUE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H04,PMFICP0I03,PMFITP0I01,pmfi-pe-spk-qlt-spctrglaccthierlevels-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0I03,"PMFICP0H05, PMFICP0I04",PMFICP0H04,pmfi-pe-krb-inr-spctrglaccthierlevelp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H05,#N/A,PMFICP0I03,pmfi-pe-spk-qlt-spctrglaccthierlevelr-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0I04,PMFICP0H06,PMFICP0I03,pmfi-pe-krb-inm-spctrglaccthierlevelp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H06,#N/A,PMFICP0I04,pmfi-pe-spk-qlt-spctrglaccthierlevelm-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFITP0I02,PMFICP0H07,#N/A,RX_PFMICD0002.sh,TRUE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H07,PMFICP0I05,PMFITP0I02,pmfi-pe-spk-qlt-spectrumacctkeys-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0I05,"PMFICP0H08, PMFICP0I06",PMFICP0H07,pmfi-pe-krb-inr-spectrumacctkeyp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H08,#N/A,PMFICP0I05,pmfi-pe-spk-qlt-spectrumacctkeyr-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0I06,PMFICP0H09,PMFICP0I05,pmfi-pe-krb-inm-spectrumacctkeyp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H09,#N/A,PMFICP0I06,pmfi-pe-spk-qlt-spectrumacctkeym-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFITP0I03,PMFICP0H10,#N/A,RX_PFMICD0003.sh,TRUE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H10,PMFICP0I07,PMFITP0I03,pmfi-pe-spk-qlt-spectrumacctentriess-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0I07,"PMFICP0H11, PMFICP0I08",PMFICP0H10,pmfi-pe-krb-inr-spectrumacctentriesp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H11,#N/A,PMFICP0I07,pmfi-pe-spk-qlt-spectrumacctentriesr-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0I08,PMFICP0H12,PMFICP0I07,pmfi-pe-krb-inm-spectrumacctentriesp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H12,#N/A,PMFICP0I08,pmfi-pe-spk-qlt-spectrumacctentriesm-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFITP0I04,PMFICP0H13,#N/A,RX_PFMICD0004.sh,TRUE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H13,PMFICP0I09,PMFITP0I04,pmfi-pe-spk-qlt-spectrumacctentrydetls-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0I09,"PMFICP0H14, PMFICP0I10",PMFICP0H13,pmfi-pe-krb-inr-spectrumacctentrydetlp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H14,#N/A,PMFICP0I09,pmfi-pe-spk-qlt-spectrumacctentrydetlr-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0I10,PMFICP0H15,PMFICP0I09,pmfi-pe-krb-inm-spectrumacctentrydetlp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0H15,#N/A,PMFICP0I10,pmfi-pe-spk-qlt-spectrumacctentrydetlm-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0001,PMFICP0002,#N/A,pmfi-pe-spk-qlt-epigraphproducts-01,TRUE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0002,"PMFICP0003, PMFICP0004",PMFICP0001,pmfi-pe-krb-inr-epigraphproductp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0003,#N/A,PMFICP0002,pmfi-pe-spk-qlt-epigraphproductr-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0004,PMFICP0005,PMFICP0002,pmfi-pe-krb-inm-epigraphproductp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0005,PMFICP0006,PMFICP0004,pmfi-pe-spk-qlt-epigraphproductm-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0006,#N/A,PMFICP0005,pmfi-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0007,PMFICP0008,#N/A,pmfi-pe-spk-qlt-managementepigraphs-01,TRUE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0008,"PMFICP0009, PMFICP0010",PMFICP0007,pmfi-pe-krb-inr-managementepigraphp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0009,#N/A,PMFICP0008,pmfi-pe-spk-qlt-managementepigraphr-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0010,PMFICP0011,PMFICP0008,pmfi-pe-krb-inm-managementepigraphp-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0011,PMFICP0012,PMFICP0010,pmfi-pe-spk-qlt-managementepigraphm-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PMFICP0012,#N/A,PMFICP0011,pmfi-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PMFI/CR-PEMFIDIA-T02.xml
PBTQTP4001,PBTQCP4I01,#N/A,RX_PBTQCD0001.sh,TRUE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4I01,PBTQCP4I02,PBTQTP4001,pbtq-pe-krb-inr-pymeoverindbtnsbasep-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4I02,#N/A,PBTQCP4I01,pbtq-pe-krb-inm-pymeoverindbtnsbasep-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4001,#N/A,#N/A,pbtq-pe-spk-inm-blacklist-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQTP4002,PBTQCP4H01,#N/A,RX_PEXTCD0003.sh,TRUE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4H01,"PBTQCP4I03, PBTQCP4I05",PBTQTP4002,pbtq-pe-spk-qlt-ccrcorrectionss-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4I03,PBTQCP4I04,PBTQCP4H01,pbtq-pe-spk-inr-rectificationsrcc-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4I04,PBTQCP4H02,PBTQCP4I03,pbtq-pe-krb-inm-ccrcorrectionsp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4H02,#N/A,PBTQCP4I04,pbtq-pe-spk-qlt-ccrcorrectionsm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4I05,PBTQCP4I06,PBTQCP4H01,pbtq-pe-spk-inr-rectificationsrcc-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4I06,PBTQCP4H03,PBTQCP4I05,pbtq-pe-krb-inm-ccrcorrectionsdetailp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4H03,#N/A,PBTQCP4I06,pbtq-pe-spk-qlt-ccrcorrectionsdetailm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4H04,PBTQCP4I07,#N/A,pbtq-pe-spk-qlt-qlfnbureaupymeinfos-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4I07,"PBTQCP4I08, PBTQCP4H05",PBTQCP4H04,pbtq-pe-krb-inr-qlfnbureaupymeinfop-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4I08,PBTQCP4H06,PBTQCP4I07,pbtq-pe-krb-inm-qlfnbureaupymeinfop-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4H06,#N/A,PBTQCP4I08,pbtq-pe-spk-qlt-qlfnbureaupymeinfom-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4H05,#N/A,PBTQCP4I07,pbtq-pe-spk-qlt-qlfnbureaupymeinfor-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4002,#N/A,#N/A,pbtq-pe-spk-inm-customerdigitalmark-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4I09,PBTQPP4001,#N/A,pbtq-pe-krb-out-customerevalinfovarp-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQPP4001,PBTQTP4003,PBTQCP4I09,pbtq-pe-dfs-rmv-removefileshdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQTP4003,PBTQPP4002,PBTQPP4001,TX_PBTQCD0001.sh,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQPP4002,#N/A,PBTQTP4003,pbtq-pe-dfs-rmv-removefileshdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP4I10,PBTQPP4003,#N/A,pbtq-pe-krb-out-evalvarproactivemodelp-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQPP4003,PBTQTP4004,PBTQCP4I10,pbtq-pe-dfs-rmv-removefileshdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQTP4004,PBTQPP4004,PBTQPP4003,TX_PBTQCD0002.sh,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQPP4004,#N/A,PBTQTP4004,pbtq-pe-dfs-rmv-removefileshdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQMEN-T02.xml
PBTQCP0A01,PBTQCP0P01,#N/A,pbtq-pe-krb-inr-peoplelogchangesp-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0P01,"PBTQCP0B01, PCTDCP0P02",PBTQCP0A01,pbtq-pe-krb-inm-peoplelogchangesp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0B01,#N/A,PBTQCP0P01,pbtq-pbtq-borrado-staging,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I06,PBTQCP0I07,#N/A,pbtq-pe-spk-qlt-mstrbalanceffssdetails-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I01,PBTQCP0I02,#N/A,pbtq-pe-spk-qlt-masterbalanceffsss-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I02,"PBTQCP0I03, PBTQCP0I04",PBTQCP0I01,pbtq-pe-krb-inr-masterbalanceffssp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I07,"PBTQCP0I08, PBTQCP0I09",PBTQCP0I06,pbtq-pe-krb-inr-mstrbalanceffssdetailp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I09,PBTQCP0I10,PBTQCP0I07,pbtq-pe-krb-inm-mstrbalanceffssdetailp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I08,#N/A,PBTQCP0I07,pbtq-pe-spk-qlt-mstrbalanceffssdetailr-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I10,#N/A,PBTQCP0I09,pbtq-pe-spk-qlt-mstrbalanceffssdetailm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I04,PBTQCP0I05,PBTQCP0I02,pbtq-pe-krb-inm-masterbalanceffssp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I05,#N/A,PBTQCP0I04,pbtq-pe-spk-qlt-masterbalanceffssm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I03,#N/A,PBTQCP0I02,pbtq-pe-spk-qlt-masterbalanceffssr-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0C01,PBTQCP0T01,#N/A,pbtq-pe-krb-out-customerreservedinfop-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0T01,PBTQCP0001,PBTQCP0C01,cpdatapx.sh,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0001,#N/A,PBTQCP0T01,#N/A,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQTP0001,PBTQCP0H06,#N/A,RX_PBTQCD0002.sh,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H06,PBTQCP0I17,PBTQTP0001,pbtq-pe-spk-qlt-spectrumgmoperctptys-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I17,"PBTQCP0I18, PBTQCP0H07",PBTQCP0H06,pbtq-pe-krb-inr-spectrumgmoperctptyp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I18,PBTQCP0H08,PBTQCP0I17,pbtq-pe-krb-inm-spectrumgmoperctptyp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H07,#N/A,PBTQCP0I17,pbtq-pe-spk-qlt-spectrumgmoperctptyr-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H08,#N/A,PBTQCP0I18,pbtq-pe-spk-qlt-spectrumgmoperctptym-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H09,PBTQCP0A02,#N/A,pbtq-pe-spk-qlt-refoundedcustomerss-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0A02,PBTQCP0H10,PBTQCP0H09,pbtq-pe-krb-inr-refoundedcustomersp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H10,PBTQCP0P02,PBTQCP0A02,pbtq-pe-spk-qlt-refoundedcustomersr-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0P02,"PBTQCP0H11, PKBTQCP0026",PBTQCP0H10,pbtq-pe-krb-inm-refoundedcustomersp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H11,PBTQCP0B02,PBTQCP0P02,pbtq-pe-spk-qlt-refoundedcustomersm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0B02,#N/A,PBTQCP0H11,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H12,PBTQCP0I19,#N/A,pbtq-pe-spk-qlt-basicpeopledatas-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I19,"PBTQCP0H13, PBTQCP0014",PBTQCP0H12,pbtq-pe-krb-inr-basicpeopledatap-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H13,#N/A,PBTQCP0I19,pbtq-pe-spk-qlt-basicpeopledatar-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H14,PBTQCP0I20,#N/A,pbtq-pe-spk-qlt-customercontrelss-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I20,"PBTQCP0H15, PBTQCP0I21",PBTQCP0H14,pbtq-pe-krb-inr-customercontrelsp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H15,#N/A,PBTQCP0I20,pbtq-pe-spk-qlt-customercontrelsr-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I21,"PBTQCP0H16, PKMOLCP0P01, PKPFMCP0P07, PCDOCP4040",PBTQCP0I20,pbtq-pe-krb-inm-customercontrelsp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H16,PBTQCP0017,PBTQCP0I21,pbtq-pe-spk-qlt-customercontrelsm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H17,PBTQCP0I22,#N/A,pbtq-pe-spk-qlt-custreservedinformations-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I22,"PBTQCP0H18, PBTQCP0I23",PBTQCP0H17,pbtq-pe-krb-inr-custreservedinformationp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H18,#N/A,PBTQCP0I22,pbtq-pe-spk-qlt-custreservedinformationr-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0I23,PBTQCP0H19,PBTQCP0I22,pbtq-pe-krb-inm-custreservedinformationp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0H19,PBTQCP0018,PBTQCP0I23,pbtq-pe-spk-qlt-custreservedinformationm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0002,PBTQCP0003,#N/A,pbtq-pe-spk-qlt-additionalcustomerinfos-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0003,"PBTQCP0004, PBTQCP0014",PBTQCP0002,pbtq-pe-krb-inr-additionalcustomerinfop-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0004,#N/A,PBTQCP0003,pbtq-pe-spk-qlt-additionalcustomerinfor-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0005,#N/A,PBTQCP0015,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0006,PBTQCP0007,#N/A,pbtq-pe-spk-qlt-customereconomicinfos-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0007,"PBTQCP0008, PBTQCP0014",PBTQCP0006,pbtq-pe-krb-inr-customereconomicinfop-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0008,#N/A,PBTQCP0007,pbtq-pe-spk-qlt-customereconomicinfor-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0009,#N/A,PBTQCP0015,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0010,PBTQCP0011,#N/A,pbtq-pe-spk-qlt-custsocioeconomicprofls-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0011,"PBTQCP0012, PBTQCP0014",PBTQCP0010,pbtq-pe-krb-inr-custsocioeconomicproflp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0012,#N/A,PBTQCP0011,pbtq-pe-spk-qlt-custsocioeconomicproflr-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0013,#N/A,PBTQCP0015,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0014,"PBTQCP0015, PKBTQCP0022, PKBTQCP0026, PCDOCP0043","PBTQCP0I19, PBTQCP0003, PBTQCP0007, PBTQCP0011",pbtq-pe-krb-inm-peopledailyinformationp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0015,"PBTQCP0016, PBTQCP0005, PBTQCP0013, PBTQCP0009",PBTQCP0014,pbtq-pe-spk-qlt-peopledailyinformationm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0016,#N/A,PBTQCP0015,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0017,#N/A,PBTQCP0H16,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0018,#N/A,PBTQCP0H19,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0019,PBTQCP0020,#N/A,pbtq-pe-spk-qlt-legalapplcustomerinfos-01,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0020,"PBTQCP0021, PBTQCP0022",PBTQCP0019,pbtq-pe-krb-inr-legalapplcustomerinfop-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0021,#N/A,PBTQCP0020,pbtq-pe-spk-qlt-legalapplcustomerinfor-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0022,PBTQCP0023,PBTQCP0020,pbtq-pe-krb-inm-legalapplcustomerinfop-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0023,PBTQCP0024,PBTQCP0022,pbtq-pe-spk-qlt-legalapplcustomerinfom-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0024,#N/A,PBTQCP0023,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQPP0001,PBTQCP0025,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0025,PBTQCP0026,PBTQPP0001,pbtq-pe-spk-qlt-addresslocals-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0026,"PBTQCP0027, PBTQCP0028",PBTQCP0025,pbtq-pe-krb-inr-addresslocalp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0027,#N/A,PBTQCP0026,pbtq-pe-spk-qlt-addresslocalr-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0028,"PBTQCP0029, PBTQCP0030",PBTQCP0026,pbtq-pe-krb-inm-addresslocalp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0029,#N/A,PBTQCP0028,pbtq-pe-spk-qlt-addresslocalm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0030,#N/A,PBTQCP0028,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQPP0002,PBTQCP0031,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0031,PBTQCP0032,PBTQPP0002,pbtq-pe-spk-qlt-corporateaddressess-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0032,"PBTQCP0033, PBTQCP0034",PBTQCP0031,pbtq-pe-krb-inr-corporateaddressesp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0033,#N/A,PBTQCP0032,pbtq-pe-spk-qlt-corporateaddressesr-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0034,"PBTQCP0035, PBTQCP0036",PBTQCP0032,pbtq-pe-krb-inm-corporateaddressesp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0035,#N/A,PBTQCP0034,pbtq-pe-spk-qlt-corporateaddressesm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0036,#N/A,PBTQCP0034,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQPP0003,PBTQCP0037,#N/A,multi_tpt.sh,TRUE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0037,PBTQCP0038,PBTQPP0003,pbtq-pe-spk-qlt-companyriskclsfns-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0038,"PBTQCP0039, PBTQCP0040",PBTQCP0037,pbtq-pe-krb-inr-companyriskclsfnp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0039,#N/A,PBTQCP0038,pbtq-pe-spk-qlt-companyriskclsfnr-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0040,"PBTQCP0041, PBTQCP0042",PBTQCP0038,pbtq-pe-krb-inm-companyriskclsfnp-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0041,#N/A,PBTQCP0040,pbtq-pe-spk-qlt-companyriskclsfnm-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PBTQCP0042,#N/A,PBTQCP0040,pbtq-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PBTQ/CR-PEBTQDIA-T02.xml
PPOMTP0I01,PPOMCP0H01,#N/A,RX_PPOMCD0001.sh,TRUE,./xmls/Local/PPOM/CR-PEPOMDIA-T02.xml
PPOMCP0H01,PPOMCP0I01,PPOMTP0I01,ppom-pe-spk-qlt-fixincmaccumposninfos-01,FALSE,./xmls/Local/PPOM/CR-PEPOMDIA-T02.xml
PPOMCP0I01,"PPOMCP0H02, PPOMCP0I02",PPOMCP0H01,ppom-pe-krb-inr-fixincmaccumposninfop-01,FALSE,./xmls/Local/PPOM/CR-PEPOMDIA-T02.xml
PPOMCP0H02,#N/A,PPOMCP0I01,ppom-pe-spk-qlt-fixincmaccumposninfor-01,FALSE,./xmls/Local/PPOM/CR-PEPOMDIA-T02.xml
PPOMCP0I02,PPOMCP0H03,PPOMCP0I01,ppom-pe-krb-inm-fixincmaccumposninfop-01,FALSE,./xmls/Local/PPOM/CR-PEPOMDIA-T02.xml
